id,id_type,pid1,pid2,name,geoser_DB,geoserver_layer,dataType,resolution,zip_level,URL,others,Absolute_path,resPath,wmts,note
ESA_CCI_2004,landcover_ESA_CCI,土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,landcover100_resample_china,ESA_CCI,byte,300,20,https://www.esa-landcover-cci.org/,3,F:/landcover100_com_DB/Land_Cover/low_resolution/ESA_CCI_300m/china_esa_cci/2004_v2.0.7_ESA_CCI.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/ESA_CCI_300m/2004_v2.0.7_ESA_CCI.tif,https://geoserver.landcover100.com/geoserver/landcover100_resample_china/gwc/service/wmts?layer=landcover100_resample_china%3A2020_v2.1.1_ESA_CCI&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=5&TileCol=24&TileRow=25,
ESA_CCI_2005,landcover_ESA_CCI,土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,landcover100_resample_china,ESA_CCI,byte,300,20,https://www.esa-landcover-cci.org/,3,F:/landcover100_com_DB/Land_Cover/low_resolution/ESA_CCI_300m/china_esa_cci/2005_v2.0.7_ESA_CCI.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/ESA_CCI_300m/2005_v2.0.7_ESA_CCI.tif,https://geoserver.landcover100.com/geoserver/landcover100_resample_china/gwc/service/wmts?layer=landcover100_resample_china%3A2020_v2.1.1_ESA_CCI&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=5&TileCol=24&TileRow=26,
ESA_CCI_2006,landcover_ESA_CCI,土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,landcover100_resample_china,ESA_CCI,byte,300,20,https://www.esa-landcover-cci.org/,3,F:/landcover100_com_DB/Land_Cover/low_resolution/ESA_CCI_300m/china_esa_cci/2006_v2.0.7_ESA_CCI.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/ESA_CCI_300m/2006_v2.0.7_ESA_CCI.tif,https://geoserver.landcover100.com/geoserver/landcover100_resample_china/gwc/service/wmts?layer=landcover100_resample_china%3A2020_v2.1.1_ESA_CCI&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=5&TileCol=24&TileRow=27,
ESA_CCI_2007,landcover_ESA_CCI,土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,landcover100_resample_china,ESA_CCI,byte,300,20,https://www.esa-landcover-cci.org/,3,F:/landcover100_com_DB/Land_Cover/low_resolution/ESA_CCI_300m/china_esa_cci/2007_v2.0.7_ESA_CCI.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/ESA_CCI_300m/2007_v2.0.7_ESA_CCI.tif,https://geoserver.landcover100.com/geoserver/landcover100_resample_china/gwc/service/wmts?layer=landcover100_resample_china%3A2020_v2.1.1_ESA_CCI&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=5&TileCol=24&TileRow=28,
ESA_CCI_2008,landcover_ESA_CCI,土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,landcover100_resample_china,ESA_CCI,byte,300,20,https://www.esa-landcover-cci.org/,3,F:/landcover100_com_DB/Land_Cover/low_resolution/ESA_CCI_300m/china_esa_cci/2008_v2.0.7_ESA_CCI.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/ESA_CCI_300m/2008_v2.0.7_ESA_CCI.tif,https://geoserver.landcover100.com/geoserver/landcover100_resample_china/gwc/service/wmts?layer=landcover100_resample_china%3A2020_v2.1.1_ESA_CCI&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=5&TileCol=24&TileRow=29,
ESA_CCI_2009,landcover_ESA_CCI,土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,landcover100_resample_china,ESA_CCI,byte,300,20,https://www.esa-landcover-cci.org/,3,F:/landcover100_com_DB/Land_Cover/low_resolution/ESA_CCI_300m/china_esa_cci/2009_v2.0.7_ESA_CCI.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/ESA_CCI_300m/2009_v2.0.7_ESA_CCI.tif,https://geoserver.landcover100.com/geoserver/landcover100_resample_china/gwc/service/wmts?layer=landcover100_resample_china%3A2020_v2.1.1_ESA_CCI&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=5&TileCol=24&TileRow=30,
ESA_CCI_2010,landcover_ESA_CCI,土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,landcover100_resample_china,ESA_CCI,byte,300,20,https://www.esa-landcover-cci.org/,3,F:/landcover100_com_DB/Land_Cover/low_resolution/ESA_CCI_300m/china_esa_cci/2010_v2.0.7_ESA_CCI.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/ESA_CCI_300m/2010_v2.0.7_ESA_CCI.tif,https://geoserver.landcover100.com/geoserver/landcover100_resample_china/gwc/service/wmts?layer=landcover100_resample_china%3A2020_v2.1.1_ESA_CCI&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=5&TileCol=24&TileRow=31,
ESA_CCI_2011,landcover_ESA_CCI,土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,landcover100_resample_china,ESA_CCI,byte,300,20,https://www.esa-landcover-cci.org/,3,F:/landcover100_com_DB/Land_Cover/low_resolution/ESA_CCI_300m/china_esa_cci/2011_v2.0.7_ESA_CCI.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/ESA_CCI_300m/2011_v2.0.7_ESA_CCI.tif,https://geoserver.landcover100.com/geoserver/landcover100_resample_china/gwc/service/wmts?layer=landcover100_resample_china%3A2020_v2.1.1_ESA_CCI&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=5&TileCol=24&TileRow=32,
ESA_CCI_2012,landcover_ESA_CCI,土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,landcover100_resample_china,ESA_CCI,byte,300,20,https://www.esa-landcover-cci.org/,3,F:/landcover100_com_DB/Land_Cover/low_resolution/ESA_CCI_300m/china_esa_cci/2012_v2.0.7_ESA_CCI.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/ESA_CCI_300m/2012_v2.0.7_ESA_CCI.tif,https://geoserver.landcover100.com/geoserver/landcover100_resample_china/gwc/service/wmts?layer=landcover100_resample_china%3A2020_v2.1.1_ESA_CCI&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=5&TileCol=24&TileRow=33,
ESA_CCI_2013,landcover_ESA_CCI,土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,landcover100_resample_china,ESA_CCI,byte,300,20,https://www.esa-landcover-cci.org/,3,F:/landcover100_com_DB/Land_Cover/low_resolution/ESA_CCI_300m/china_esa_cci/2013_v2.0.7_ESA_CCI.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/ESA_CCI_300m/2013_v2.0.7_ESA_CCI.tif,https://geoserver.landcover100.com/geoserver/landcover100_resample_china/gwc/service/wmts?layer=landcover100_resample_china%3A2020_v2.1.1_ESA_CCI&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=5&TileCol=24&TileRow=34,
ESA_CCI_2014,landcover_ESA_CCI,土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,landcover100_resample_china,ESA_CCI,byte,300,20,https://www.esa-landcover-cci.org/,3,F:/landcover100_com_DB/Land_Cover/low_resolution/ESA_CCI_300m/china_esa_cci/2014_v2.0.7_ESA_CCI.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/ESA_CCI_300m/2014_v2.0.7_ESA_CCI.tif,https://geoserver.landcover100.com/geoserver/landcover100_resample_china/gwc/service/wmts?layer=landcover100_resample_china%3A2020_v2.1.1_ESA_CCI&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=5&TileCol=24&TileRow=35,
ESA_CCI_2015,landcover_ESA_CCI,土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,landcover100_resample_china,ESA_CCI,byte,300,20,https://www.esa-landcover-cci.org/,3,F:/landcover100_com_DB/Land_Cover/low_resolution/ESA_CCI_300m/china_esa_cci/2015_v2.0.7_ESA_CCI.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/ESA_CCI_300m/2015_v2.0.7_ESA_CCI.tif,https://geoserver.landcover100.com/geoserver/landcover100_resample_china/gwc/service/wmts?layer=landcover100_resample_china%3A2020_v2.1.1_ESA_CCI&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=5&TileCol=24&TileRow=36,
ESA_CCI_2016,landcover_ESA_CCI,土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,landcover100_resample_china,ESA_CCI,byte,300,20,https://www.esa-landcover-cci.org/,3,F:/landcover100_com_DB/Land_Cover/low_resolution/ESA_CCI_300m/china_esa_cci/2016_v2.1.1_ESA_CCI.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/ESA_CCI_300m/2016_v2.1.1_ESA_CCI.tif,https://geoserver.landcover100.com/geoserver/landcover100_resample_china/gwc/service/wmts?layer=landcover100_resample_china%3A2020_v2.1.1_ESA_CCI&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=5&TileCol=24&TileRow=37,
ESA_CCI_2017,landcover_ESA_CCI,土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,landcover100_resample_china,ESA_CCI,byte,300,20,https://www.esa-landcover-cci.org/,3,F:/landcover100_com_DB/Land_Cover/low_resolution/ESA_CCI_300m/china_esa_cci/2017_v2.1.1_ESA_CCI.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/ESA_CCI_300m/2017_v2.1.1_ESA_CCI.tif,https://geoserver.landcover100.com/geoserver/landcover100_resample_china/gwc/service/wmts?layer=landcover100_resample_china%3A2020_v2.1.1_ESA_CCI&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=5&TileCol=24&TileRow=38,
ESA_CCI_2018,landcover_ESA_CCI,土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,landcover100_resample_china,ESA_CCI,byte,300,20,https://www.esa-landcover-cci.org/,3,F:/landcover100_com_DB/Land_Cover/low_resolution/ESA_CCI_300m/china_esa_cci/2018_v2.1.1_ESA_CCI.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/ESA_CCI_300m/2018_v2.1.1_ESA_CCI.tif,https://geoserver.landcover100.com/geoserver/landcover100_resample_china/gwc/service/wmts?layer=landcover100_resample_china%3A2020_v2.1.1_ESA_CCI&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=5&TileCol=24&TileRow=39,
ESA_CCI_2019,landcover_ESA_CCI,土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,landcover100_resample_china,ESA_CCI,byte,300,20,https://www.esa-landcover-cci.org/,3,F:/landcover100_com_DB/Land_Cover/low_resolution/ESA_CCI_300m/china_esa_cci/2019_v2.1.1_ESA_CCI.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/ESA_CCI_300m/2019_v2.1.1_ESA_CCI.tif,https://geoserver.landcover100.com/geoserver/landcover100_resample_china/gwc/service/wmts?layer=landcover100_resample_china%3A2020_v2.1.1_ESA_CCI&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=5&TileCol=24&TileRow=40,
ESA_CCI_2020,landcover_ESA_CCI,土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,landcover100_resample_china,ESA_CCI,byte,300,20,https://www.esa-landcover-cci.org/,3,F:/landcover100_com_DB/Land_Cover/low_resolution/ESA_CCI_300m/china_esa_cci/2020_v2.1.1_ESA_CCI.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/ESA_CCI_300m/2020_v2.1.1_ESA_CCI.tif,https://geoserver.landcover100.com/geoserver/landcover100_resample_china/gwc/service/wmts?layer=landcover100_resample_china%3A2020_v2.1.1_ESA_CCI&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=5&TileCol=24&TileRow=41,
GAZE_2010_tosee,landcover_GAZE,土地覆盖数据,低分辨率土地覆盖数据,GAZE土地覆盖,landcover100_resample_china,GAZE_WORLD,byte,9000,20,https://gaez.fao.org/,3,F:/landcover100_com_DB/Land_Cover/low_resolution/gaze_landcover/gaze_world.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/gaze_landcover/gaze_world.tif,https://geoserver.landcover100.com/geoserver/landcover100_resample_china/gwc/service/wmts?layer=landcover100_resample_china%3Agaze_world&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=3&TileCol=6&TileRow=4,
GAZE_2010,landcover_GAZE,土地覆盖数据,低分辨率土地覆盖数据,GAZE土地覆盖,landcover100_resample_china,GAZE_WORLD,byte,9000,20,https://gaez.fao.org/,3,F:/landcover100_com_DB/Land_Cover/low_resolution/gaze_landcover/gaze_world.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/gaze_landcover/gaze_world.tif,https://geoserver.landcover100.com/geoserver/landcover100_resample_china/gwc/service/wmts?layer=landcover100_resample_china%3Agaze_world&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=3&TileCol=6&TileRow=4,
GLCNMO_tosee,landcover_GLCNMO,土地覆盖数据,低分辨率土地覆盖数据,GLCNMO土地覆盖,landcover100_resample_china,GLCNMO_tosee,byte,1000,10,https://globalmaps.github.io/glcnmo.html,3,,,https://geoserver.landcover100.com/geoserver/landcover100_resample_china/gwc/service/wmts?layer=landcover100_resample_china%3AGLCNMO_1000m_V3&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=3&TileCol=5&TileRow=3,
GLCNMO,landcover_GLCNMO,土地覆盖数据,低分辨率土地覆盖数据,GLCNMO土地覆盖,landcover100_resample_china,GLCNMO_tosee,byte,1000,10,https://globalmaps.github.io/glcnmo.html,3,F:/landcover100_com_DB/Land_Cover/low_resolution/GLCNMO_1000m/mosaic/GLCNMO_1000m_V3.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/GLCNMO_1000m/GLCNMO_1000m_V3.tif,https://geoserver.landcover100.com/geoserver/landcover100_resample_china/gwc/service/wmts?layer=landcover100_resample_china%3AGLCNMO_1000m_V3&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=3&TileCol=5&TileRow=3,
CLCD,landcover_CLCD,土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,byte,30,20,https://essd.copernicus.org/articles/13/3907/2021/,3,,,https://geoserver.landcover100.com/geoserver/landcover100_resample_china_LandCover/gwc/service/wmts?layer=landcover100_resample_china_LandCover%3ACLCD_v01_2022_albert_resample_repoject&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=4&TileCol=13&TileRow=5,
CLCD_1985,landcover_CLCD,土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,byte,30,20,https://essd.copernicus.org/articles/13/3907/2021/,3,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/RENAME/1985_CLCD.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/1985.tif,https://geoserver.landcover100.com/geoserver/landcover100_resample_china_LandCover/gwc/service/wmts?layer=landcover100_resample_china_LandCover%3ACLCD_v01_2022_albert_resample_repoject&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=4&TileCol=13&TileRow=5,
CLCD_1990,landcover_CLCD,土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,byte,30,20,https://essd.copernicus.org/articles/13/3907/2021/,3,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/RENAME/1990_CLCD.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/1990.tif,https://geoserver.landcover100.com/geoserver/landcover100_resample_china_LandCover/gwc/service/wmts?layer=landcover100_resample_china_LandCover%3ACLCD_v01_2022_albert_resample_repoject&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=4&TileCol=13&TileRow=5,
CLCD_1991,landcover_CLCD,土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,byte,30,20,https://essd.copernicus.org/articles/13/3907/2021/,3,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/RENAME/1991_CLCD.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/1991.tif,https://geoserver.landcover100.com/geoserver/landcover100_resample_china_LandCover/gwc/service/wmts?layer=landcover100_resample_china_LandCover%3ACLCD_v01_2022_albert_resample_repoject&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=4&TileCol=13&TileRow=5,
CLCD_1992,landcover_CLCD,土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,byte,30,20,https://essd.copernicus.org/articles/13/3907/2021/,3,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/RENAME/1992_CLCD.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/1992.tif,https://geoserver.landcover100.com/geoserver/landcover100_resample_china_LandCover/gwc/service/wmts?layer=landcover100_resample_china_LandCover%3ACLCD_v01_2022_albert_resample_repoject&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=4&TileCol=13&TileRow=5,
CLCD_1993,landcover_CLCD,土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,byte,30,20,https://essd.copernicus.org/articles/13/3907/2021/,3,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/RENAME/1993_CLCD.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/1993.tif,https://geoserver.landcover100.com/geoserver/landcover100_resample_china_LandCover/gwc/service/wmts?layer=landcover100_resample_china_LandCover%3ACLCD_v01_2022_albert_resample_repoject&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=4&TileCol=13&TileRow=5,
CLCD_1994,landcover_CLCD,土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,byte,30,20,https://essd.copernicus.org/articles/13/3907/2021/,3,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/RENAME/1994_CLCD.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/1994.tif,https://geoserver.landcover100.com/geoserver/landcover100_resample_china_LandCover/gwc/service/wmts?layer=landcover100_resample_china_LandCover%3ACLCD_v01_2022_albert_resample_repoject&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=4&TileCol=13&TileRow=5,
CLCD_1995,landcover_CLCD,土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,byte,30,20,https://essd.copernicus.org/articles/13/3907/2021/,3,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/RENAME/1995_CLCD.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/1995.tif,https://geoserver.landcover100.com/geoserver/landcover100_resample_china_LandCover/gwc/service/wmts?layer=landcover100_resample_china_LandCover%3ACLCD_v01_2022_albert_resample_repoject&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=4&TileCol=13&TileRow=5,
CLCD_1996,landcover_CLCD,土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,byte,30,20,https://essd.copernicus.org/articles/13/3907/2021/,3,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/RENAME/1996_CLCD.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/1996.tif,https://geoserver.landcover100.com/geoserver/landcover100_resample_china_LandCover/gwc/service/wmts?layer=landcover100_resample_china_LandCover%3ACLCD_v01_2022_albert_resample_repoject&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=4&TileCol=13&TileRow=5,
CLCD_1997,landcover_CLCD,土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,byte,30,20,https://essd.copernicus.org/articles/13/3907/2021/,3,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/RENAME/1997_CLCD.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/1997.tif,https://geoserver.landcover100.com/geoserver/landcover100_resample_china_LandCover/gwc/service/wmts?layer=landcover100_resample_china_LandCover%3ACLCD_v01_2022_albert_resample_repoject&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=4&TileCol=13&TileRow=5,
CLCD_1998,landcover_CLCD,土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,byte,30,20,https://essd.copernicus.org/articles/13/3907/2021/,3,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/RENAME/1998_CLCD.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/1998.tif,https://geoserver.landcover100.com/geoserver/landcover100_resample_china_LandCover/gwc/service/wmts?layer=landcover100_resample_china_LandCover%3ACLCD_v01_2022_albert_resample_repoject&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=4&TileCol=13&TileRow=5,
CLCD_1999,landcover_CLCD,土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,byte,30,20,https://essd.copernicus.org/articles/13/3907/2021/,3,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/RENAME/1999_CLCD.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/1999.tif,https://geoserver.landcover100.com/geoserver/landcover100_resample_china_LandCover/gwc/service/wmts?layer=landcover100_resample_china_LandCover%3ACLCD_v01_2022_albert_resample_repoject&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=4&TileCol=13&TileRow=5,
CLCD_2000,landcover_CLCD,土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,byte,30,20,https://essd.copernicus.org/articles/13/3907/2021/,3,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/RENAME/2000_CLCD.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/2000.tif,https://geoserver.landcover100.com/geoserver/landcover100_resample_china_LandCover/gwc/service/wmts?layer=landcover100_resample_china_LandCover%3ACLCD_v01_2022_albert_resample_repoject&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=4&TileCol=13&TileRow=5,
CLCD_2001,landcover_CLCD,土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,byte,30,20,https://essd.copernicus.org/articles/13/3907/2021/,3,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/RENAME/2001_CLCD.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/2001.tif,https://geoserver.landcover100.com/geoserver/landcover100_resample_china_LandCover/gwc/service/wmts?layer=landcover100_resample_china_LandCover%3ACLCD_v01_2022_albert_resample_repoject&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=4&TileCol=13&TileRow=5,
CLCD_2002,landcover_CLCD,土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,byte,30,20,https://essd.copernicus.org/articles/13/3907/2021/,3,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/RENAME/2002_CLCD.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/2002.tif,https://geoserver.landcover100.com/geoserver/landcover100_resample_china_LandCover/gwc/service/wmts?layer=landcover100_resample_china_LandCover%3ACLCD_v01_2022_albert_resample_repoject&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=4&TileCol=13&TileRow=5,
CLCD_2003,landcover_CLCD,土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,byte,30,20,https://essd.copernicus.org/articles/13/3907/2021/,3,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/RENAME/2003_CLCD.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/2003.tif,https://geoserver.landcover100.com/geoserver/landcover100_resample_china_LandCover/gwc/service/wmts?layer=landcover100_resample_china_LandCover%3ACLCD_v01_2022_albert_resample_repoject&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=4&TileCol=13&TileRow=5,
